	HGNC_ID	GENE_SYMBOL	median_turnover
57		BMS1P5	0.07287455550408087
58	HGNC:1785	CDKN1B	0.43171682583925164
59		SEPP1	0.04983073595299207
60	HGNC:6881	MAPK8	0.03996822813486729
61	HGNC:12698	VLDLR	0.12156567809822719
62	HGNC:29280	FNIP2	0.10815106142585257
63	HGNC:12907	ZNF124	0.17605611200861376
64	HGNC:11309	SRPX	0.048812159704860865
65	HGNC:27025	C4orf33	0.02507400216747767
66	HGNC:28111	ELMOD2	0.021441115699646317
67	HGNC:28683	TCEAL8	0.1393016812109677
68	HGNC:1582	CCND1	0.1937669215970473
69		C14orf126	0.06353394564932927
70	HGNC:15769	NT5M	0.07256887097931626
71	HGNC:11715	TEAD2	0.029206316983181414
72	HGNC:1986	CITED1	0.1293960475186173
73	HGNC:9386	PRKAG2	0.10046919766397355
74	HGNC:21526	GNPDA2	0.11102238124995714
75	HGNC:1131	BTG2	0.8344995939004316
76	HGNC:26255	C3orf52	0.11285631136567689
77	HGNC:29114	FCHSD2	0.11550828382408
78	HGNC:20064	USP44	0.17112713659210108
79	HGNC:21652	OSTM1	0.030984611901196425
80	HGNC:26719	LRRC57	0.08779970390524855
81	HGNC:20440	LYPLAL1	0.02390522889065541
82	HGNC:12945	ZNF708	0.09529864083018957
83		UQCC	0.04043715593896895
84	HGNC:21072	MANEA	0.090483751506241
85	HGNC:4044	FZD6	0.04034839592312653
86	HGNC:16617	BHLHE41	0.3027389959002329
87		FAM116A	0.05807724571607144
88	HGNC:2385	CRY2	0.16687252203467468
89		DUS2L	0.11678384203287995
90	HGNC:467	AMMECR1	0.06964968911393347
91	HGNC:15751	NAPB	0.09417041387824335
92	HGNC:26979	DNAJC24	0.04598855193943904
93	HGNC:5104	HOXA3	0.5603581281698612
94	HGNC:32427	LRRC37A3	0.15134662391420092
95	HGNC:15859	TASP1	0.11600561536967904
96	HGNC:4125	GALNT3	0.08974120031958041
97		HRSP12	0.018418481306496263
98	HGNC:4643	GSTZ1	0.02577072127606986
99	HGNC:28201	TMEM128	0.060338327624021415
100	HGNC:23137	RNF149	0.053928311402397164
101	HGNC:30164	ZFAND6	0.031098163044033008
102	HGNC:29083	MFAP3L	0.17635499839816943
103	HGNC:30483	PCMTD1	0.05368653487822654
104	HGNC:17867	NPTN	0.027698072228258243
105	HGNC:26478	CCDC122	0.0685519971524815
106	HGNC:7993	NRBP1	0.10440276991887365
107	HGNC:23088	SLC10A7	0.11343091793527324
108	HGNC:23994	ERI1	0.05314889911017326
109	HGNC:8957	PIGA	0.11907645045271327
110	HGNC:18141	DCDC2	0.051144391020958274
111	HGNC:10580	SCML1	0.0304467917627931
112	HGNC:6588	LHFPL2	0.3465461568207616
113	HGNC:20898	PGM2L1	0.07566419662208303
114	HGNC:21915	HERPUD2	0.11554134890201143
115	HGNC:7739	NEFL	0.14377253083317298
116	HGNC:5114	HOXB3	0.23334905487347124
117	HGNC:16367	ZNF345	0.17626010765005096
118	HGNC:19175	CMTM4	0.05607956559437248
119	HGNC:2375	MED17	0.26504538237997255
120	HGNC:2034	CLDN12	0.0836816175446061
121		C14orf129	0.10814131781224617
122	HGNC:21607	AIG1	0.06575833591175054
123		PAPD4	0.030760229184428466
124	HGNC:23052	ARL5B	0.07683806686533318
125	HGNC:25358	RNF170	0.04923771905305356
126	HGNC:3072	DUSP6	0.8159109057821181
127		C20orf112	0.11146963214189065
128	HGNC:19360	KLHL12	0.05216603593444882
129	HGNC:13302	GPR63	0.13755859164410936
130	HGNC:25597	ZNF701	0.43390006577396745
131	HGNC:28654	ZDHHC23	0.08024713732336136
132	HGNC:28381	MOSPD2	0.03758994874587779
133	HGNC:28384	C3orf38	0.30724061618565823
134	HGNC:16956	RAD51AP1	0.03299651956315451
135	HGNC:22215	ANKIB1	0.03614168198648991
136		C6orf57	0.08197980237395133
137	HGNC:16854	RAPGEF2	0.13077879876346699
138	HGNC:5108	HOXA7	0.3464311646024
139	HGNC:13206	TRAK2	0.08922696382234613
140	HGNC:14263	RAB23	0.09749129480430396
141	HGNC:1800	CDS1	0.05175434837954689
142	HGNC:4208	GCSH	0.030041802771270547
143	HGNC:16962	CGREF1	0.04342764975355805
144		HIST1H3B	1.2054764770903557
145	HGNC:18609	ZNF383	0.18834796572566617
146	HGNC:18512	LACTB2	0.038765846299928526
147	HGNC:2398	CRYBB2	0.16711151458718299
148	HGNC:6257	KCNJ11	0.2513256204114546
149	HGNC:29797	NUP35	0.09080473157725222
150	HGNC:13587	FBXO8	0.19071594829295946
151	HGNC:32713	SNORD17	0.07212291822308887
152		C15orf29	0.025701919228362798
153	HGNC:7469	MTRF1	0.0548210916712306
154	HGNC:24260	MED31	0.1163384344504988
155	HGNC:13315	HDAC8	0.05001170230323073
156	HGNC:20249	SPRED1	0.13774943534716672
157	HGNC:20099	CHURC1	0.046092470782161166
158	HGNC:23189	THAP6	0.08941465695259489
159		C11orf82	0.0999225758652053
160	HGNC:17765	RNF138	0.05761847262201286
161	HGNC:25403	SASS6	0.049293101894763325
162	HGNC:6083	INSIG1	0.11866214088336774
163	HGNC:28443	C15orf40	0.08207809504923014
164	HGNC:6522	LCAT	0.13515687449606686
165	HGNC:11135	SNAPC2	0.17933403881759943
166	HGNC:21173	LTV1	0.14109428156092224
167	HGNC:20998	C6orf62	0.11001434419214347
168	HGNC:28980	GINS1	0.08026664253110033
169	HGNC:17512	HOMER1	0.08411505745062495
170	HGNC:11920	FAS	0.06053237996810692
171	HGNC:17118	RNF32	0.04390112732885523
172	HGNC:23364	ST6GALNAC6	0.1352154456178739
173	HGNC:20656	C5orf15	0.02258941287493773
174	HGNC:26969	LYSMD3	0.07458539497021711
175		TMEM206	0.05090638317481827
176	HGNC:28158	MFSD9	0.1916494060705733
177	HGNC:680	ARHGDIG	0.02237360578519494
178	HGNC:34531	EFCAB10	0.08196638098915138
179	HGNC:8510	OSTF1	0.05724013313064625
180	HGNC:7749	NEK6	0.05546196301722209
181	HGNC:11517	TAC1	0.06682169533641674
182	HGNC:4069	GABARAPL3	0.09195388292068571
183	HGNC:28970	EFR3A	0.054229067046136774
184	HGNC:3490	ETV1	0.0644321310408028
185	HGNC:21061	SERAC1	0.0524177823018441
186	HGNC:14678	KCTD12	0.11217689303128732
187	HGNC:20149	PTGR2	0.04410141725159228
188		C9orf123	0.13560225911637158
189	HGNC:18027	TWISTNB	0.07887575904455973
190	HGNC:180	ACYP2	0.10647879471074431
191	HGNC:1590	CCNE2	0.08507646914360838
192	HGNC:11210	SPA17	0.03613848441384562
193	HGNC:13077	ZNF283	0.15722760908087852
194	HGNC:15592	SS18L1	0.052157763839030064
195	HGNC:25092	ZNF765	0.3015501027243676
196	HGNC:17023	RNF139	0.30273915250289707
197	HGNC:8598	PANK1	0.10733692785857503
198	HGNC:7965	NR1H2	0.18915918641454085
199	HGNC:25424	ZCCHC9	0.060951005595446
200	HGNC:14661	EGLN3	0.30267842445663273
201		C4orf29	0.07340932238170625
202	HGNC:20760	ZFYVE21	0.1445253935946938
203	HGNC:11694	DYNLT3	0.062345655206047575
204		FAM82B	0.027629095214753853
205	HGNC:20175	GOLT1B	0.03967162806698031
206	HGNC:16133	TBC1D20	0.1705447339904877
207	HGNC:1402	CACNB2	0.18289611385459364
208		CCDC53	0.021845201206783786
209	HGNC:15822	OXR1	0.05551566867091243
210	HGNC:1312	TTLL1	0.04244817658624507
211	HGNC:25203	TMEM65	0.01974179980296047
212	HGNC:16348	ARHGAP12	0.048506176296751385
213	HGNC:21497	ACAD9	0.02639081963108752
214	HGNC:24250	NMD3	0.06691823481008066
215	HGNC:33800	C17orf97	0.2218169700226909
216	HGNC:6943	MCL1	0.290792412890735
217	HGNC:26890	TMEM86A	0.15474416325236012
218	HGNC:26690	CEP120	0.07182401224238442
219	HGNC:20157	HECTD1	0.07898610659206223
220	HGNC:28108	CCDC90B	0.046417367698106414
221	HGNC:21641	TSPAN12	0.07720049960763228
222	HGNC:17389	SMPDL3A	0.08777227583134209
223		FAM35A	0.056108592416717396
224	HGNC:18206	CRISPLD1	0.06386593156456309
225		KIAA1244	0.04120074004279867
226	HGNC:28486	MFSD8	0.036601929773934894
227	HGNC:25236	SERTAD4	0.17466823315525032
228	HGNC:14625	CDCA4	0.25900854350877445
229	HGNC:16114	TTPAL	0.15583343417408835
230	HGNC:9934	RCN1	0.04338614663938832
231	HGNC:14487	MRPL33	0.06949215104443268
232	HGNC:28144	C9orf64	0.14261293524401314
233	HGNC:864	ATP6V1G1	0.05365426276070334
234	HGNC:25184	SPATA17	0.06122051870080161
235		CCDC41	0.03476597372126497
236	HGNC:9988	RFXAP	0.055829514228749
237		LOH12CR1	0.08908393479384094
238	HGNC:13707	SCG3	0.04185820247955156
239	HGNC:30077	REEP5	0.07366006123426341
240	HGNC:25458	MFSD11	0.033410172851950595
241	HGNC:18170	CMPK1	0.041161947313080066
242	HGNC:25374	ANKRD13C	0.111596163644887
243	HGNC:2684	DAZAP2	0.07222003871242114
244	HGNC:18664	FAM3C	0.029316749577674165
245	HGNC:18270	HHAT	0.03464069503709265
246	HGNC:24073	AMIGO2	0.1302128812278061
247	HGNC:25419	ARL13B	0.032248139162166754
248	HGNC:8546	P4HA1	0.06419334908968855
249	HGNC:18669	MPP5	0.07721405470102638
250		C4orf32	0.05100371882093779
251	HGNC:28772	C2orf49	0.19832029035847554
252	HGNC:8092	TBC1D25	0.23428868174619508
253	HGNC:9108	PMAIP1	0.1604012976552026
254	HGNC:17271	RRAS2	0.03512714159791397
255	HGNC:11023	SLC35A3	0.04226588583782731
256	HGNC:10431	RPS6KA2	0.06703637266884754
257	HGNC:33843	NRARP	0.5753715378795042
258	HGNC:16490	DPP8	0.10156836265301136
259	HGNC:21533	SNX24	0.01851630443353698
260	HGNC:22144	MUSTN1	0.08228030661140924
261	HGNC:20748	FANCL	0.024412669679723754
262	HGNC:29214	GRAMD1B	0.2286674464643351
263	HGNC:4274	GJA1	0.09658521137496426
264	HGNC:9182	POLI	0.04365164726907091
265	HGNC:3670	FGF13	0.06382028128466281
266	HGNC:29150	DIP2C	0.07174479251931118
267	HGNC:9251	CTSA	0.02139205762186057
268		CNIH	0.08260692740685657
269		C9orf41	0.06593409146957405
270	HGNC:1573	KRIT1	0.027546763830301312
271	HGNC:17735	TMEM63B	0.02881552023366611
272	HGNC:22412	FAM185A	0.10822732101611265
273	HGNC:11722	TEF	0.37518660772378454
274	HGNC:26944	TMEM138	0.1679857669990048
275	HGNC:8981	PIK3R3	0.182894050027427
276	HGNC:20512	BRMS1L	0.0478853669191533
277	HGNC:31911	RGL4	0.07015550231737173
278	HGNC:12718	VRK1	0.023637391343585702
279	HGNC:23326	PXK	0.11043918834308697
280	HGNC:21722	C7orf31	0.10950120335163
281	HGNC:25890	TMEM25	0.10221615525708841
282	HGNC:9538	PSMB10	0.053826210805992813
283	HGNC:30599	CHMP4C	0.09519252838869283
284	HGNC:24737	ZNF569	0.11683650343197265
285	HGNC:1036	BEX1	0.07913807391497013
286	HGNC:2704	DCK	0.06060341616779104
287	HGNC:21159	RNF141	0.042123868688420024
288		FAM103A1	0.15769450894999398
289	HGNC:27229	ANKRD46	0.052378868771601896
290	HGNC:15462	ZNF330	0.05004204222744648
291	HGNC:29555	ZFP30	0.1125832359262132
292	HGNC:10696	EXOC5	0.039813712233078606
293	HGNC:11021	SLC35A1	0.04948556607498489
294	HGNC:7214	MPHOSPH6	0.038940027348848716
295		NARS	0.038984520265820805
296	HGNC:19974	RHPN2	0.18499980559534307
297	HGNC:30386	SCAMP5	0.05150062689376436
298	HGNC:16873	FIG4	0.033735879247406265
299	HGNC:24452	DCP2	0.0737166504308377
300	HGNC:3091	DYRK1A	0.2931740809977227
301	HGNC:20324	TGDS	0.07627925010954335
302	HGNC:11811	KLF11	0.6937954350850231
303	HGNC:15789	METAP1	0.027098390452814813
304	HGNC:3115	E2F3	0.25058801112608065
305	HGNC:24132	BMF	0.18805516465311145
306	HGNC:23022	ZNF280B	0.5446385553038715
307	HGNC:24718	TMX3	0.026325041135831534
308	HGNC:10540	SAT1	0.16324990074837142
309	HGNC:23020	U2AF1L4	0.0989076555406368
310	HGNC:21347	CENPQ	0.1506197320429894
311	HGNC:29412	FAM171B	0.10280855017106755
312	HGNC:17789	LIN7C	0.11255779708445647
313	HGNC:21153	RNF128	0.05747882880332092
314	HGNC:13611	FBXL12	0.21915008036482309
315		MKL2	0.11020962295458467
316		FAM84B	0.21850508412422032
317	HGNC:8854	PEX12	0.4525519336643138
318	HGNC:3493	ETV4	0.027689282415897062
319	HGNC:5318	TNC	0.02893771788145219
320	HGNC:6844	MAP2K4	0.09373939245744656
321	HGNC:14561	ARHGEF9	0.0573655745070551
322	HGNC:5413	IFITM2	0.07346714270538726
323	HGNC:26987	ZNF720	0.06276553850707971
324	HGNC:25847	UBE2Z	0.07558152032786095
325	HGNC:5271	DNAJC4	0.03865854401032866
326	HGNC:21931	UBN2	0.07959766394808618
327	HGNC:10831	SH3GL2	0.05841058135477234
328	HGNC:4837	HCCS	0.10642855011400175
329	HGNC:987	BCKDHB	0.026252423288720943
330		SRPR	0.05324332149194881
331	HGNC:10534	SAR1A	0.05247529301610757
332	HGNC:9260	PPIL1	0.0977877285221678
333	HGNC:5978	IL15RA	0.19454285098495144
334	HGNC:11825	NKX2-1	0.12705714979871682
335	HGNC:11433	STX1A	0.14036240474275447
336	HGNC:29318	TNRC6C	0.19173577686746465
337	HGNC:4823	HBA1	0.03658442277491106
338	HGNC:2966	DYNC1LI2	0.04429556129521496
339	HGNC:1784	CDKN1A	0.2776603874972414
340	HGNC:1888	CGGBP1	0.04695674652475802
341	HGNC:6180	ITPR1	0.07452809592745166
342	HGNC:30173	C17orf75	0.024595875392417147
343	HGNC:25322	C12orf29	0.0684284037453688
344	HGNC:25891	CBR4	0.035416816105547
345		MTERF	0.25450747183383804
346	HGNC:12902	ZNF12	0.31825502366149194
347	HGNC:1556	CBX6	0.2426342100828132
348	HGNC:25701	CHD9	0.15089913915805198
349	HGNC:7193	MOCS2	0.05436742313371229
350	HGNC:8860	PEX7	0.081286325392816
351	HGNC:24838	ENHO	0.11029923118605978
352	HGNC:9376	PRKAA1	0.0464312225152769
353		ATPBD4	0.02181414666287697
354		C20orf196	0.1170383820935032
355	HGNC:16764	ZBTB6	0.4049137227481879
356	HGNC:11761	TFPI2	0.06846108582472232
357	HGNC:10938	SLC19A2	0.1114478567110841
358	HGNC:21360	KIAA1586	0.19893695174816592
359	HGNC:17043	NIPA1	0.07636799202392416
360	HGNC:12626	USP3	0.06531891384483272
361	HGNC:22082	VMA21	0.09414183828789645
362	HGNC:23703	ERMP1	0.044259987720547816
363	HGNC:26391	TMEM182	0.10752905081235291
364	HGNC:24537	CHMP2B	0.04326347706437029
365	HGNC:368	AKAP10	0.21662074663747063
366	HGNC:10056	RNF11	0.09795906524834527
367		C12orf23	0.04622689991365899
368	HGNC:27501	SLC46A3	0.053701800053740256
369		C6orf1	0.12048181797929439
370	HGNC:9904	RBM7	0.26682599117242645
371		GBAS	0.027570937365428774
372	HGNC:19159	ZDHHC12	0.12298091160715596
373	HGNC:25881	DNAJB14	0.06554690802630903
374	HGNC:9662	SIRPA	0.06871275319732269
375	HGNC:10452	RRM2	0.10817611982783004
376		MLLT4	0.017886150444087777
377	HGNC:18713	GLCCI1	0.0633517412157473
378	HGNC:19417	ZNF404	0.06281817862608614
379	HGNC:29547	SHCBP1	0.08864478120351266
380	HGNC:16682	ZBTB33	0.13877419415383788
381	HGNC:4424	GOLGA1	0.09349082351274943
382	HGNC:28459	TMUB2	0.07730868839404878
383	HGNC:20856	THAP1	0.18496754961928127
384	HGNC:13634	MAL2	0.05300959317336093
385		C12orf39	0.06628246257628256
386		DSCR3	0.060535141469670754
387		C5orf43	0.09735921449580866
388	HGNC:14493	MRPL42	0.032289202023884564
389		HIAT1	0.14701420117097697
390	HGNC:7701	NDUFB6	0.03661087806828297
391	HGNC:19414	DPY19L2	0.06080334368386066
392	HGNC:20452	INSIG2	0.0580802618395861
393	HGNC:15468	DYNLRB1	0.062041562124809935
394	HGNC:27017	C2orf76	0.047094215913738455
395		C4orf21	0.08730346818054563
396	HGNC:20310	GRTP1	0.04404853471331563
397	HGNC:7150	MLYCD	0.08560246577767498
398	HGNC:24717	PTCD3	0.033620642016527306
399	HGNC:377	AKAP7	0.0809708400042936
400	HGNC:2556	CUL5	0.045985329820344055
401	HGNC:6547	LDLR	0.5106780269127287
402	HGNC:245	ADD3	0.018717784558446925
403	HGNC:13247	FAM120A	0.0412338518430897
404	HGNC:9262	PPIL3	0.06318918423300328
405	HGNC:18718	ABHD3	0.01688127517057987
406	HGNC:22206	KIAA0895	0.05409345732507183
407	HGNC:18607	SLC39A6	0.030939740161131258
408	HGNC:11167	SNTA1	0.04518104223699436
409	HGNC:1778	CDK7	0.07709222116701
410		RACGAP1P	0.060788244324864786
411	HGNC:26373	PRTG	0.13061802068905515
412	HGNC:9102	PLXNA4	0.08579353135912403
413	HGNC:12712	VPS33B	0.11181711969863027
414	HGNC:24289	CEPT1	0.0393270193306178
415	HGNC:30697	ITFG1	0.03485411567146245
416	HGNC:24928	VPS37A	0.03916964797279916
417		AGAP7	0.134119483024012
418	HGNC:18028	OSGEP	0.038742311211601224
419	HGNC:24131	BCAP29	0.024258806229911493
420	HGNC:3287	EIF4E	0.053445291966472866
421	HGNC:17287	SUV39H2	0.07450565191977995
422	HGNC:592	XIAP	0.08580528005855487
423	HGNC:26317	IMMP1L	0.05405053315283402
424	HGNC:2914	DLX1	0.25571011340093575
425	HGNC:25223	COQ2	0.08631720717608728
426	HGNC:13618	FBXO16	0.10248784519665002
427	HGNC:6617	LIPA	0.029693706760846372
428	HGNC:20106	ZDHHC22	0.06149069169096041
429		FTSJD1	0.16013701716326378
430	HGNC:16966	ZMYND11	0.04590271605394036
431	HGNC:18858	PIGM	0.09922236647015296
432	HGNC:13448	SLC38A2	0.12989597541789644
433	HGNC:6260	KCNJ14	0.1842232774866988
434	HGNC:648	ARC	0.5424157688037241
435	HGNC:12970	ZNF180	0.48557856969027374
436	HGNC:9835	RAI2	0.16673811926536986
437	HGNC:24065	ARMCX3	0.04138158979053358
438	HGNC:2314	CPNE1	0.08177585161374781
439	HGNC:13053	ZNF26	0.12483385540800303
440	HGNC:18282	PBK	0.03916989717041909
441	HGNC:13166	ZNF91	0.10162808138012452
442	HGNC:30881	ALG13	0.032741469728313044
443	HGNC:17496	GKAP1	0.03993442769573527
444	HGNC:12918	ZNF134	0.6591809742752591
445	HGNC:27234	ERICH1	0.04331979047638119
446		KLHDC5	0.06998575782125552
447	HGNC:20568	TRAM1	0.027889172960202595
448	HGNC:21259	CAPRIN2	0.04691337005928209
449	HGNC:4311	GCLC	0.0471528489444163
450	HGNC:28671	ZNF546	0.21988774396428018
451	HGNC:29152	RAB11FIP2	0.055035455774918626
452	HGNC:17572	EPDR1	0.08938668565633465
453	HGNC:29546	SH3YL1	0.04589467795049463
454	HGNC:20607	SERP2	0.057305118428081475
455	HGNC:21039	ZNF449	0.12402533711865582
456	HGNC:7746	NEK3	0.03246988660299918
457	HGNC:6737	LYPLA1	0.020397207638982173
458	HGNC:14313	IFT81	0.042691964762207435
459	HGNC:21705	GGCT	0.05520834883581176
460	HGNC:18621	COG6	0.02428572435684867
461	HGNC:11744	TFAP2C	0.26937448837446965
462	HGNC:29647	MAGI3	0.10283473264484924
463	HGNC:7208	MPDZ	0.03868390165307191
464	HGNC:27124	ZNF714	0.05138106985649076
465	HGNC:7406	MT2A	0.17819947003482217
466	HGNC:23993	AASDH	0.0726214903184215
467	HGNC:8535	P2RX4	0.05017439986777539
468	HGNC:15512	VANGL1	0.20991656081052473
469	HGNC:18984	ARNTL2	0.056429508035447634
470	HGNC:15854	BTBD3	0.057236986204391216
471	HGNC:6407	KRAS	0.06568802440790505
472	HGNC:17057	CARD8	0.03235293337376703
473	HGNC:19371	FAM13C	0.11340659010606959
474	HGNC:17621	NUDT10	0.11696011011728762
475	HGNC:18042	CNOT6L	0.08935357231732266
476	HGNC:1779	CDK8	0.07193499099719722
477	HGNC:14258	CD2AP	0.07240151568341222
478	HGNC:15513	SMYD3	0.03201127448734804
479	HGNC:20797	CYBRD1	0.05976599944177027
480	HGNC:9022	PKNOX1	0.06267261911963742
481	HGNC:20984	BLOC1S2	0.07666519952138273
482	HGNC:16770	SEMA6D	0.20918613474141828
483	HGNC:5387	IDI1	0.06685918339677455
484	HGNC:697	ARL6IP1	0.06628689434269289
485	HGNC:14082	ANLN	0.06499638920810896
486	HGNC:20294	USPL1	0.2172280297189046
487	HGNC:21393	RWDD3	0.11143340998575912
488	HGNC:21301	C6orf136	0.16963386807683178
489	HGNC:12761	WEE1	0.35446184336605746
490	HGNC:27346	OTUD1	1.0571032934637372
491	HGNC:23338	ACBD5	0.1254547985108282
492	HGNC:2501	CTH	0.05141114201740851
493	HGNC:21683	NAPEPLD	0.09258730638452364
494	HGNC:25308	TMEM117	0.1642185090073542
495	HGNC:5363	ID4	0.28356118004455233
496	HGNC:20775	TUBE1	0.04937666176442708
497	HGNC:25504	MAGOHB	0.022618915388826783
498	HGNC:16999	CLP1	0.7103593740108544
499	HGNC:15763	POLR3F	0.08179324330293775
500	HGNC:9800	RABL2B	0.04506950517799768
501	HGNC:21109	FAM120B	0.06901454430679263
502	HGNC:18305	ATP6AP2	0.023354601078415724
503	HGNC:6925	MBP	0.18998766720031232
504	HGNC:24358	TSPYL2	0.14137574404726666
505	HGNC:9317	PPP3R1	0.06473012771781275
506	HGNC:10074	RNH1	0.058035326206987384
507	HGNC:6677	LPL	0.07164179168539399
508	HGNC:19351	BICC1	0.1812243366188503
509	HGNC:25806	GSTCD	0.060625476049966445
510	HGNC:19248	UBE2Q2	0.12575473904183473
511	HGNC:30534	ANGEL2	0.04820569701706674
512	HGNC:19129	PSAT1	0.04057269108739919
513	HGNC:29086	CEP135	0.06289162898762315
514	HGNC:19825	TSSK4	0.45377605233488444
515	HGNC:11872	TMOD2	0.03274899032696122
516	HGNC:14568	STK33	0.022397765413459638
517		KAL1	0.04060499095315201
518	HGNC:11522	TACC1	0.06571315653586857
519	HGNC:11076	SLC9A3R2	0.035131828130811206
520	HGNC:12822	XPNPEP1	0.034627464835725805
521	HGNC:29663	MSMP	0.09370740378708195
522	HGNC:23168	FANCM	0.055691606185719986
523	HGNC:11577	TAZ	0.03344016321120517
524	HGNC:33257	ZNF813	0.18772441956272362
525	HGNC:25858	ZFAND1	0.04964374070690116
526	HGNC:15879	CTNNBL1	0.04319617619524299
527	HGNC:10683	SDHD	0.07206130382342235
528	HGNC:10291	RPA3	0.03720248606327734
529	HGNC:12735	WASL	0.09902271196891496
530	HGNC:23609	TBC1D10A	0.19522267054717124
531	HGNC:574	AP4M1	0.07178282917676554
532	HGNC:20296	FNDC3A	0.045729387695938845
533	HGNC:31837	EIF4E3	0.032263405118303876
534	HGNC:714	ARSB	0.06577323861863064
535	HGNC:28637	LRCH3	0.042034231811240136
536	HGNC:13140	ZNF70	0.1402100369677497
537	HGNC:4610	GRSF1	0.053127178930362326
538	HGNC:18469	ZDHHC2	0.01792880718068669
539	HGNC:19875	GALNT11	0.03430358885616068
540	HGNC:1974	CHUK	0.046653060646023564
541	HGNC:28999	FAM168A	0.05955819310384908
542	HGNC:6857	MAP3K5	0.10629428730050752
543	HGNC:19903	RRAGD	0.09940708721414261
544	HGNC:3188	EED	0.08600307417581324
545	HGNC:24275	SCCPDH	0.020374319679697852
546	HGNC:3638	FDX1	0.04460516952360026
547	HGNC:16049	PTGES3	0.02466007247091749
548	HGNC:16074	OCIAD1	0.017815195778834142
549	HGNC:29917	MDM1	0.09268756533629859
550	HGNC:31690	C18orf32	0.09983539813167303
551	HGNC:20947	TOMM20	0.05117810215069528
552	HGNC:16060	TRUB1	0.032719324102916336
553	HGNC:16406	EFHC1	0.025197925615539244
554	HGNC:9247	PPFIA3	0.08150327669205254
555	HGNC:20809	ZNF431	0.13526981283841977
556	HGNC:23038	LMBRD1	0.038098403261774105
557	HGNC:20213	COX16	0.05986675265028288
558	HGNC:11979	TOB1	0.4845611027221056
559	HGNC:7688	NDUFA5	0.03208527838224157
560	HGNC:3313	ELAVL2	0.05355691781790004
561	HGNC:23572	MORC3	0.1416807904286463
562	HGNC:26704	CCDC144B	0.07224483773401502
563	HGNC:11152	SNRPA1	0.10070267301775027
564	HGNC:24645	ESCO1	0.15417888203303742
565	HGNC:21744	CPEB1	0.06914881976837717
566	HGNC:9828	RAE1	0.05505345464985757
567		C14orf118	0.08031624645092744
568	HGNC:34339	FAM174B	0.2005170706409442
569	HGNC:5118	HOXB7	0.2767643707219379
570	HGNC:25443	C19orf12	0.10902667233033064
571	HGNC:30777	CDCA7L	0.04341641643534136
572	HGNC:14099	CNOT6	0.0753629591350073
573	HGNC:23644	ANKRD18B	0.13543549485020417
574	HGNC:28868	IGF2BP3	0.06874107045000222
